feedback_times,feedbackType,goCue_times,action_time,trial_interval
0.0,-1.0,4.3596,0.009309090702099322,0.38307631474888176
0.0,1.0,48.270900000000005,0.007268266423632176,0.37147752734938
0.004712401920489457,-1.0,56.998999999999995,0.020979210631134546,0.5834717279556765
0.0582766124774977,-1.0,62.4577,0.016025678734035098,0.40208250955578184
0.05542617064180286,-1.0,68.1364,0.11265427174601031,0.6477922762619843
0.01154962887892231,1.0,87.8078,0.009224217102802707,0.06935547647288824
0.04922420065347887,1.0,95.08670000000001,0.005146426436743742,0.05870568076971066
0.022704960328122185,1.0,102.3776,0.00901974888592641,0.24837221563197248
0.00029572307229091405,1.0,106.131,0.008059134055425113,0.0006590220113083377
0.02866323259946707,1.0,112.6868,0.007835376384087215,0.12972189271118867
0.036119287468433514,-1.0,115.9202,0.046394995785806636,0.31348359035189
0.026705436333835514,-1.0,128.7168,0.0070637982070321905,0.3396072228812176
0.002201493982611352,1.0,132.8143,0.00795497100162633,0.3900355871885798
0.00900312464530359,1.0,137.0958,0.013818965147776311,0.23463819691576007
0.017633857273649176,-1.0,148.16019999999997,0.004378706150727417,0.33668116515088975
0.008225482492243974,1.0,152.1266,0.007067656098017711,0.0819296164491647
0.011464745404468624,1.0,159.7386,0.006022167668049847,0.018927112165522283
0.01438090347844756,-1.0,171.0479,0.0032599177939973568,0.27552392249897956
0.0020536324464658084,1.0,174.76239999999999,0.008167155000513142,0.005535784895189329
0.055513792292853636,1.0,182.51330000000002,0.005999020322831891,0.9341241597468859
0.03502949318350823,1.0,188.8151,0.005358610435846013,0.020956899960434525
0.05547271964392378,1.0,196.287,0.0061880569762847405,0.035587188612081246
0.0032255720292487244,-1.0,199.1834,0.06852385790603507,0.2987214972979756
0.12787284699991297,1.0,209.57170000000002,0.09320278590135463,0.08111242915510444
0.031782015741498026,-1.0,224.0444,0.0011535093706853293,0.2797416633715298
0.03315658039233366,1.0,237.122,0.005049979165206018,0.05944378542241181
0.039358550380656776,1.0,245.258,0.006670293337195362,0.3191248187689226
0.01551450858890066,-1.0,256.06730000000005,0.007461160968799705,0.3335442203769276
0.0033843862717750084,1.0,265.30850000000004,0.005682673270566246,0.03914590747329686
0.02029536492426723,-1.0,271.2032,0.0037884488457583603,0.4621853169895507
0.022702222151527868,1.0,276.4138,0.006010593995888233,0.2982733623302678
0.0013882555338101676,1.0,286.386,0.008525938853349782,0.019612495057311125
0.027745943440045384,-1.0,289.1594,0.01515765328573593,0.28923158033475643
0.05288514276137746,-1.0,300.82180000000005,0.0030284443414175756,0.44188743904042826
0.009482305549479708,-1.0,311.93420000000003,0.004174237934492559,0.6372479240806126
0.04712401920489023,1.0,317.6929,0.005624804907502714,0.019876103861853938
0.016251078093029725,-1.0,323.5276,0.011538951635176101,0.5149334387768223
0.02673555627638463,1.0,328.9823,0.006562272392754255,0.03281929616446411
0.052384056444435,1.0,337.4173,0.005007542365893782,0.042414656649522875
0.05900222927524429,-1.0,344.16810000000004,0.058605220439744185,0.5687096349017583
0.005539331252266133,-1.0,358.60190000000006,0.004671905858938469,0.4642941874258333
0.007395814983870985,1.0,364.34060000000005,0.0024651922723844554,0.06434690918673584
0.0033049791505118664,-1.0,370.50730000000004,0.004590890150385054,0.2976670620798418
0.01808565641187171,1.0,374.72180000000003,0.009328380157937003,0.039119546592820104
0.02792118674214278,-1.0,377.6592,0.008147865546957234,0.3250823777513955
0.0063607842308549545,1.0,393.0221,0.006816893191480711,0.07402135231313499
0.01696026583120902,1.0,399.60490000000004,0.006801461627964062,0.05773032819292847
0.041171223286740055,-1.0,406.78180000000003,0.004772211022162911,0.6899696849874374
0.03626714900457628,-1.0,412.70050000000003,0.0019328033303780544,0.6340846184262187
0.015629512005894963,1.0,428.5634,0.04364046169480412,0.04025306445233173
0.023972736091738833,1.0,436.04630000000003,0.006924914136459091,0.07570844866214907
0.021773980285724748,1.0,443.02920000000006,0.011508088508594552,0.08759720574664791
0.025005028668163842,1.0,450.2641,0.0028201182342278983,0.18913931725318367
0.002398642697469533,1.0,463.5697,0.005412620909415234,0.308659549228925
0.02394535432578837,1.0,477.63140000000004,0.00874583863464513,0.053011730591784406
0.026850559693386566,1.0,484.73830000000004,0.00701750351791863,0.26592856201395076
0.09384005009708957,-1.0,494.93850000000003,0.12316702441112087,0.44320548306309737
0.008491085621988026,1.0,507.5311,0.007704208095655112,0.42649268485563735
0.03929009596577715,1.0,514.9780000000001,0.11748049324580818,0.22343482272305756
0.06064787340901989,1.0,529.0107,0.009312948595049731,0.02736259391060016
0.13376814120956704,-1.0,537.9258,0.004691195314127034,0.3111374719915226
0.0572853925500022,1.0,552.4316,0.0018132087135154674,0.26574403585076334
0.047269142564437816,1.0,571.5149,0.006280646359131325,0.028838803216009953
0.2739189720627422,1.0,580.6189999999999,0.003753727829132069,0.12555687359955456
0.00504098311192025,1.0,612.2599,0.005767546871517446,0.07900355871886681
0.0227843674493855,1.0,615.3572,0.0019096559859254397,0.0501647555028269
0.021489209919817176,-1.0,619.9388,0.011295904510647421,0.3388163964676041
0.07418268031952058,-1.0,629.5509999999999,0.0033872281951873176,0.3240279425332392
0.07494936976620015,1.0,643.8367,0.0010917831183062136,0.09732437063394063
0.003855352646164878,1.0,653.4438999999999,0.016129841790449257,0.031158560695896818
0.026138633778613474,1.0,660.8277999999999,0.003568549066923509,0.08453934361404117
0.07781897883805955,1.0,667.3506,0.0833111536725808,0.2894424673783607
0.013882555338110003,1.0,685.3757999999999,0.0012923934445182594,0.0703308290497154
0.12584111996621072,1.0,692.6987,0.00181706660501414,0.0747594569658249
0.0468967505474871,-1.0,704.0291,0.004247537862984998,0.3029392381705033
0.05609702390765303,1.0,712.6051,0.0044558639708523,0.06047185976006885
0.026037321244581912,1.0,722.6534,0.007083087663979508,0.09729800975349384
0.02958052175889292,1.0,725.8146999999999,0.0031403231789077753,0.0782918149466237
0.050018271866109076,-1.0,735.3499,0.006998214064556798,0.4126268617371348
0.07886496229746465,-1.0,740.7316,0.0068593299927095916,0.37885857387631655
0.05760849738824514,-1.0,752.064,0.1352036439753174,0.3071569790430984
0.019334264939316337,-1.0,763.0633,0.0044288587348571525,0.3461710821141164
0.0881555954852703,-1.0,773.7275999999999,0.007005929846497138,0.6056148675365387
0.05482924814403656,-1.0,788.5083999999999,0.0021642767851189947,0.28609463556080933
0.05453900142492474,1.0,799.3977,0.007438013625792249,0.511585606959226
0.04319747396725193,1.0,805.9235,0.006469683013535918,0.03229207855540844
0.01542688693784433,1.0,816.2038,0.008089997185525262,0.05680769737706608
0.025467780512761218,1.0,823.5897,0.0068361826477306665,0.07088440753918787
0.03851519198930786,1.0,839.9267,0.007353140026470416,0.03914590747331185
