feedback_times,probabilityLeft,contrastLeft,feedbackType,goCue_times,stimOn_times,choice,rewardVolume,firstMovement_times,contrastRight,response_times
1112.373,0.2,,-1.0,1111.3118,1111.2787,1.0,0.0,1112.018798574024,0.0625,1112.3397
1116.5315,0.2,,-1.0,1116.0264000000002,1115.9953000000003,1.0,0.0,1116.3447985740236,0.0625,1116.5013000000001
1120.584,0.2,,1.0,1120.1569,1120.1285,-1.0,1.5,1120.4007985740232,1.0,1120.5839
1123.9704,0.2,,-1.0,1123.2973,1123.2704,1.0,0.0,1123.8437985740227,0.0,1123.9357
1130.7652,0.2,,-1.0,1128.2079,1128.1787,1.0,0.0,1130.646798574022,0.0,1130.725
1135.0686,0.2,,1.0,1134.6147,1134.5870000000002,-1.0,1.5,1134.8797985740214,1.0,1135.0685
1141.2415,0.2,0.0,1.0,1138.7762000000002,1138.7451,1.0,1.5,1141.0967985740208,,1141.2414
1146.4181,0.2,,1.0,1144.4059,1144.3780000000002,-1.0,1.5,1146.2997985740203,0.0,1146.4180000000001
1149.7445,0.2,,-1.0,1149.2395,1149.2115,1.0,0.0,1149.45979857402,0.0625,1149.7142
1156.2664,0.2,,1.0,1153.6100000000001,1153.5779,-1.0,1.5,1154.2677985740193,0.0625,1156.2663
1160.7822,0.2,,1.0,1159.3267,1159.2945,-1.0,1.5,1160.5297985740187,0.25,1160.7821
1164.0613000000003,0.2,,-1.0,1163.6162000000002,1163.5860000000002,1.0,0.0,1163.7297985740183,0.0625,1164.0330000000001
1168.4234000000001,0.2,,1.0,1167.7827000000002,1167.7527000000002,-1.0,1.5,1168.1847985740178,0.0,1168.4233000000002
1171.9322000000002,0.2,,-1.0,1171.0841000000003,1171.0528000000002,1.0,0.0,1171.7747985740175,0.0625,1171.8991
1175.8111000000001,0.2,,1.0,1175.6937,1175.6607000000001,-1.0,1.5,1175.693798574017,0.25,1175.8110000000001
1178.9262,0.2,,1.0,1178.5621,1178.5359,-1.0,1.5,1178.6687985740166,0.0,1178.9261
1182.2830000000001,0.2,,1.0,1181.9475000000002,1181.9192,-1.0,1.5,1182.0077985740163,1.0,1182.2829000000002
1191.7818000000002,0.2,,1.0,1185.0368,1185.0025,-1.0,1.5,1191.7237985740153,1.0,1191.7817000000002
1197.1643000000001,0.2,,-1.0,1194.547,1194.5189,1.0,0.0,1197.0467985740147,0.125,1197.1327
1203.2465,0.2,,1.0,1200.8578,1200.8267,-1.0,1.5,1203.0627985740139,0.0,1203.2464
1208.0167000000001,0.2,0.125,-1.0,1206.9555,1206.9270000000001,-1.0,0.0,1207.8277985740135,,1207.9723000000001
1211.7872,0.2,1.0,1.0,1211.6381,1211.6096,1.0,1.5,1211.466798574013,,1211.7871
1215.0715,0.2,,1.0,1214.5464,1214.5185000000001,-1.0,1.5,1214.8897985740127,0.125,1215.0714
1218.1791,0.2,1.0,1.0,1217.8078,1217.7767,1.0,1.5,1217.9287985740123,,1218.179
1224.1673,0.2,0.0,1.0,1220.9052000000001,1220.8768,1.0,1.5,1223.9637985740117,,1224.1672
1228.4561,0.2,,-1.0,1228.3071,1228.2761,1.0,0.0,1228.2747985740111,0.0,1228.4245
1233.2944000000002,0.2,,1.0,1232.9377000000002,1232.9016000000001,-1.0,1.5,1233.0887985740108,1.0,1233.2943000000002
1240.2426000000003,0.2,,1.0,1236.1471000000001,1236.1180000000002,-1.0,1.5,1239.74679857401,0.125,1240.2425
1243.406,0.2,,1.0,1243.1049,1243.0757,-1.0,1.5,1243.1107985740096,0.125,1243.4059
1252.012,0.2,,-1.0,1246.7703999999999,1246.7428,1.0,0.0,1251.8077985740085,0.0,1251.9832
1257.3667,0.2,,-1.0,1255.8615000000002,1255.8344000000002,1.0,0.0,1257.199798574008,0.25,1257.3337000000001
1262.8200000000002,0.2,,1.0,1262.5483000000002,1262.5174000000002,-1.0,1.5,1262.6087985740073,1.0,1262.8199000000002
1266.6228,0.2,,1.0,1266.1608,1266.1343000000002,-1.0,1.5,1266.434798574007,0.125,1266.6227000000001
1270.1379,0.2,0.0625,1.0,1269.4982,1269.459,1.0,1.5,1270.0237985740066,,1270.1378
1275.7089,0.2,,-1.0,1273.2876,1273.2589000000003,1.0,0.0,1275.384798574006,0.0,1275.6722000000002
1279.8794,0.2,,1.0,1279.4544,1279.4254,-1.0,1.5,1279.6947985740055,1.0,1279.8793
1282.8684,0.2,,1.0,1282.6878000000002,1282.6587000000002,-1.0,1.5,1282.5747985740052,0.0,1282.8683
1286.8969000000002,0.2,,1.0,1286.5852000000002,1286.5504,-1.0,1.5,1286.6497985740048,1.0,1286.8968000000002
1294.0802,0.2,,-1.0,1289.6386,1289.6083,1.0,0.0,1293.857798574004,0.0625,1294.0430000000001
1298.2107,0.2,,1.0,1297.8896,1297.8585,-1.0,1.5,1297.9877985740036,0.25,1298.2106
1301.3399,0.2,,1.0,1301.111,1301.075,-1.0,1.5,1301.1207985740032,0.25,1301.3398
1305.5059,0.2,,1.0,1304.1884000000002,1304.1583000000003,-1.0,1.5,1305.4077985740028,0.25,1305.5058000000001
1311.9461000000001,0.2,,1.0,1308.6939,1308.6666,-1.0,1.5,1311.803798574002,0.125,1311.9460000000001
1315.2728000000002,0.2,,-1.0,1314.7797,1314.7499,1.0,0.0,1315.0157985740016,0.125,1315.2396
1319.4233000000002,0.8,0.0,-1.0,1318.8982,1318.8662000000002,-1.0,0.0,1319.188798574001,,1319.3946
1323.574,0.8,0.0,1.0,1323.1807000000001,1323.1493000000003,1.0,1.5,1323.3367985740008,,1323.5739
1326.8591000000001,0.8,0.25,1.0,1326.3661000000002,1326.333,1.0,1.5,1326.6857985740003,,1326.8590000000002
1329.7006000000001,0.8,0.125,1.0,1329.5395,1329.5078,1.0,1.5,1329.555798574,,1329.7005
1333.0036000000002,0.8,0.25,1.0,1332.3528000000001,1332.3244000000002,1.0,1.5,1332.8617985739997,,1333.0035000000003
1336.7576000000001,0.8,0.0,1.0,1335.6782000000003,1335.6407000000002,1.0,1.5,1336.5187985739992,,1336.7575000000002
1340.3147000000001,0.8,0.0,1.0,1339.7437000000002,1339.7159000000001,1.0,1.5,1340.1007985739989,,1340.3146000000002
1343.4262,0.8,,-1.0,1343.0851,1343.0569,1.0,0.0,1343.1117985739986,0.25,1343.3956
1348.0556,0.8,0.0625,1.0,1347.4117,1347.3824,1.0,1.5,1347.941798573998,,1348.0555
1352.3009,0.8,,1.0,1351.7972,1351.7657,-1.0,1.5,1352.1767985739975,0.0625,1352.3008
1359.5608000000002,0.8,0.0,1.0,1355.2026,1355.1740000000002,1.0,1.5,1355.8367985739972,,1359.5607000000002
1362.4193,0.8,0.0,1.0,1362.3045000000002,1362.2738000000002,1.0,1.5,1362.2797985739965,,1362.4192
1366.3723,0.8,0.25,1.0,1365.9619,1365.9321,1.0,1.5,1366.104798573996,,1366.3722
1370.3506,0.8,0.0625,1.0,1369.5954000000002,1369.5653,1.0,1.5,1370.1247985739956,,1370.3505
1373.4222000000002,0.8,0.125,1.0,1373.0968,1373.0654000000002,1.0,1.5,1373.1177985739953,,1373.4221000000002
1376.7313000000001,0.8,,-1.0,1376.3502,1376.3233,1.0,0.0,1376.352798573995,0.0,1376.6961000000001
1381.7926000000002,0.8,0.125,1.0,1381.1128,1381.0818000000002,1.0,1.5,1381.5387985739942,,1381.7925000000002
1385.5567,0.8,0.25,1.0,1384.5862000000002,1384.5563000000002,1.0,1.5,1385.346798573994,,1385.5566000000001
1389.2106,0.8,0.0,1.0,1388.3037000000002,1388.2732,1.0,1.5,1389.0457985739936,,1389.2105000000001
1392.7462,0.8,,-1.0,1392.1091000000001,1392.0816,1.0,0.0,1392.508798573993,0.0,1392.7137
1399.2198,0.8,0.0,1.0,1396.7717,1396.7398,1.0,1.5,1399.0427985739923,,1399.2197
1402.3424000000002,0.2,,-1.0,1402.0694,1402.0398000000002,1.0,0.0,1402.100798573992,0.125,1402.3080000000002
1406.3784000000003,0.2,,1.0,1406.1188000000002,1406.0894000000003,-1.0,1.5,1406.1767985739916,1.0,1406.3783
1413.5618000000002,0.2,,-1.0,1410.4164,1410.381,1.0,0.0,1413.3657985739908,0.0625,1413.5276000000001
1419.7725,0.2,,-1.0,1417.8953000000001,1417.8643,1.0,0.0,1419.5277985739901,0.0625,1419.7426
1431.576,0.2,,-1.0,1425.6622000000002,1425.6308000000001,1.0,0.0,1431.4127985739888,0.0,1431.5448000000001
1440.0990000000002,0.2,,-1.0,1435.2854000000002,1435.2554000000002,1.0,0.0,1439.955798573988,0.0625,1440.0681000000002
1444.4684000000002,0.2,,1.0,1443.9085000000002,1443.8804,-1.0,1.5,1444.2097985739874,1.0,1444.4683000000002
1449.5699,0.2,0.0,1.0,1448.094,1448.0638,1.0,1.5,1449.4117985739867,,1449.5698
1452.7925,0.2,,-1.0,1452.2595000000001,1452.2302000000002,1.0,0.0,1452.5987985739864,0.0,1452.759
1459.4104,0.2,,-1.0,1456.677,1456.6466,1.0,0.0,1459.1437985739858,0.0,1459.3827999999999
1463.9089000000001,0.2,1.0,-1.0,1463.5919000000001,1463.5635,-1.0,0.0,1463.6457985739853,,1463.8706
1467.9074,0.2,,-1.0,1467.6864,1467.6546,1.0,0.0,1467.6927985739849,0.125,1467.8758
1472.0483,0.2,,1.0,1471.5758,1471.5463,-1.0,1.5,1471.8577985739844,0.125,1472.0482
1475.2801,0.2,1.0,1.0,1474.9533000000001,1474.9214,1.0,1.5,1475.075798573984,,1475.28
1483.6003000000003,0.2,,-1.0,1478.0146000000002,1477.9797,1.0,0.0,1483.462798573983,1.0,1483.5706000000002
1487.7161,0.2,,1.0,1487.3618000000001,1487.3296,-1.0,1.5,1487.5057985739827,0.25,1487.7160000000001
1492.0842000000002,0.2,0.125,1.0,1491.2752,1491.246,1.0,1.5,1491.9427985739821,,1492.0841
1497.1580000000001,0.2,,-1.0,1494.9567,1494.9294,1.0,0.0,1496.9037985739817,0.0625,1497.1274
1501.3196,0.2,,1.0,1500.9744,1500.9458000000002,-1.0,1.5,1501.131798573981,1.0,1501.3195
1506.883,0.2,,1.0,1504.1348,1504.1039,-1.0,1.5,1506.5977985739805,1.0,1506.8829
1512.0415,0.2,,1.0,1511.7087000000001,1511.679,-1.0,1.5,1511.81979857398,1.0,1512.0414
1516.3156000000001,0.2,,1.0,1514.9621000000002,1514.9291,-1.0,1.5,1516.0467985739795,0.25,1516.3155000000002
1522.9205000000002,0.2,,1.0,1519.2117,1519.1789,-1.0,1.5,1522.7947985739788,0.0,1522.9204000000002
1526.4104,0.2,,1.0,1525.6524,1525.6203,-1.0,1.5,1526.2887985739783,0.25,1526.4103
1535.919,0.2,,1.0,1529.1019000000001,1529.0704,-1.0,1.5,1532.2227985739778,0.0625,1535.9189000000001
1539.1011,0.2,,-1.0,1538.8001,1538.7698,1.0,0.0,1538.868798573977,0.0625,1539.0729999999999
1543.2875000000001,0.2,,1.0,1542.9826,1542.9533000000001,-1.0,1.5,1543.0567985739765,0.0625,1543.2874000000002
1549.3738000000003,0.2,,1.0,1546.0479000000003,1546.0198000000003,-1.0,1.5,1549.0557985739758,0.0,1549.3737
1556.8953,0.2,,-1.0,1552.5697,1552.536,1.0,0.0,1556.738798573975,0.25,1556.8633
1562.806,0.2,,1.0,1560.8087,1560.7779,-1.0,1.5,1562.6647985739744,0.0,1562.8059
1566.2344,0.2,,1.0,1565.6063000000001,1565.5780000000002,-1.0,1.5,1566.072798573974,0.0625,1566.2343
1570.5184000000002,0.2,,1.0,1569.0517000000002,1569.0194000000001,-1.0,1.5,1570.3367985739735,0.0,1570.5183000000002
1579.7386,0.2,,1.0,1573.3413,1573.3025,-1.0,1.5,1579.4037985739726,1.0,1579.7385
1582.9149,0.2,,1.0,1582.6234,1582.5942,-1.0,1.5,1582.6987985739722,1.0,1582.9148
1587.405,0.2,0.0,-1.0,1585.7998,1585.7692000000002,-1.0,0.0,1587.0527985739716,,1587.376
1591.6564,0.2,,1.0,1591.1985,1591.169,-1.0,1.5,1591.487798573971,1.0,1591.6563
1595.1919,0.2,0.0625,-1.0,1594.4839,1594.4522,-1.0,0.0,1595.0897985739707,,1595.1577
1599.8361,0.2,,1.0,1599.2904,1599.2605,-1.0,1.5,1599.7287985739704,0.125,1599.836
1607.8775000000003,0.2,,-1.0,1603.5320000000002,1603.5018000000002,1.0,0.0,1607.7217985739694,0.0625,1607.8501
1613.3599000000002,0.2,,1.0,1613.0191000000002,1612.9850000000001,-1.0,1.5,1613.1287985739689,0.25,1613.3598000000002
1620.3780000000002,0.2,,-1.0,1616.4925,1616.4601,1.0,0.0,1620.134798573968,0.0,1620.3469
1628.189,0.2,0.0625,-1.0,1624.2955000000002,1624.2680000000003,-1.0,0.0,1628.021798573967,,1628.1546
1633.9036,0.2,,1.0,1632.2465000000002,1632.2179,-1.0,1.5,1633.7287985739665,0.0,1633.9035000000001
1641.3537000000001,0.2,,1.0,1636.796,1636.7677,-1.0,1.5,1641.1907985739656,0.0,1641.3536000000001
1644.7412000000002,0.2,,1.0,1644.458,1644.4263,-1.0,1.5,1644.5187985739653,1.0,1644.7411000000002
1647.6057,0.2,,1.0,1647.4873,1647.4594000000002,-1.0,1.5,1647.424798573965,0.0625,1647.6056
1651.557,0.2,,1.0,1650.8287,1650.8010000000002,-1.0,1.5,1651.4267985739646,0.0,1651.5569
1655.0598000000002,0.2,1.0,1.0,1654.4462,1654.4095000000002,1.0,1.5,1654.9027985739642,,1655.0597
1658.5700000000002,0.2,,1.0,1658.0556000000001,1658.0259,-1.0,1.5,1658.3717985739638,0.125,1658.5699000000002
1662.728,0.2,,1.0,1661.405,1661.3756,-1.0,1.5,1662.5867985739633,0.125,1662.7279
1675.7143,0.2,,1.0,1665.4785000000002,1665.4504000000002,-1.0,1.5,1675.6487985739618,1.0,1675.7142000000001
1680.1099000000002,0.2,,1.0,1678.7651,1678.7333,-1.0,1.5,1679.9707985739615,0.0625,1680.1098
1689.0886,0.2,,1.0,1682.9707,1682.9421,-1.0,1.5,1689.0287985739603,0.0,1689.0885
1693.722,0.2,,1.0,1691.9848,1691.9495000000002,-1.0,1.5,1693.50179857396,0.125,1693.7219
1696.9728000000002,0.2,,1.0,1696.4983000000002,1696.4663,-1.0,1.5,1696.7637985739595,0.125,1696.9727
1700.2528000000002,0.2,,1.0,1699.7197,1699.6918,-1.0,1.5,1699.7877985739592,0.0,1700.2527000000002
1706.7816,0.2,0.25,-1.0,1703.1961000000001,1703.1665,-1.0,0.0,1706.5817985739584,,1706.7458000000001
1711.8319,0.2,,1.0,1710.647,1710.6082000000001,-1.0,1.5,1711.698798573958,1.0,1711.8318
1715.1264,0.2,,1.0,1714.6165,1714.5828000000001,-1.0,1.5,1714.9837985739575,0.0,1715.1263000000001
1721.6460000000002,0.2,,1.0,1717.9299,1717.8997000000002,-1.0,1.5,1721.5457985739567,0.0625,1721.6459
1725.8723,0.2,,1.0,1724.6037000000001,1724.5747000000001,-1.0,1.5,1725.7917985739564,0.125,1725.8722
1730.8439,0.2,,1.0,1728.6212,1728.5911,-1.0,1.5,1730.7007985739558,0.25,1730.8438
1736.4080000000001,0.2,,1.0,1733.6028000000001,1733.5742,-1.0,1.5,1736.3137985739552,0.0,1736.4079
1743.711,0.2,,1.0,1739.2445,1739.2154,-1.0,1.5,1743.6237985739544,1.0,1743.7109
1748.3358,0.2,,1.0,1746.6144,1746.5824,-1.0,1.5,1748.271798573954,0.0625,1748.3357
1752.0641,0.2,,1.0,1751.504,1751.4738,-1.0,1.5,1751.9217985739535,0.0625,1752.064
1766.3824000000002,0.2,,1.0,1754.9935,1754.9654,-1.0,1.5,1766.249798573952,1.0,1766.3823
1771.7735,0.2,0.0625,-1.0,1769.3922,1769.3647,-1.0,0.0,1771.6077985739514,,1771.7433
1776.4076,0.2,,1.0,1776.103,1776.0733,-1.0,1.5,1776.1937985739507,1.0,1776.4075
1780.4846,0.2,,-1.0,1779.4444,1779.4151000000002,1.0,0.0,1780.3577985739503,0.125,1780.4503
1787.3375,0.2,,1.0,1784.3540000000003,1784.3234000000002,-1.0,1.5,1787.2197985739497,0.25,1787.3374000000001
1790.7048000000002,0.2,,-1.0,1790.2038000000002,1790.1732000000002,1.0,0.0,1790.3947985739492,0.125,1790.6632000000002
1794.6562,0.2,,1.0,1794.5943,1794.5643,-1.0,1.5,1794.5047985739488,0.125,1794.6561
1800.9411,0.8,,-1.0,1797.5437,1797.5142,1.0,0.0,1800.6987985739481,0.25,1800.9074
1805.2038,0.8,0.25,1.0,1804.6865,1804.6563,1.0,1.5,1804.9237985739476,,1805.2037
1810.0293,0.8,0.0,1.0,1809.0001,1808.9727,1.0,1.5,1809.712798573947,,1810.0292
1813.5672,0.8,0.25,1.0,1812.9375,1812.906,1.0,1.5,1813.3187985739467,,1813.5671
1817.9935,0.8,0.0,1.0,1816.395,1816.3642,1.0,1.5,1817.8227985739463,,1817.9934
1821.3863000000001,0.8,0.0,1.0,1821.0005,1820.9727,1.0,1.5,1821.107798573946,,1821.3862000000001
1824.863,0.8,,-1.0,1824.1979000000001,1824.1641000000002,1.0,0.0,1824.6337985739456,0.125,1824.8207000000002
1828.8569,0.8,0.25,1.0,1828.7685,1828.7391,1.0,1.5,1828.687798573945,,1828.8568
1832.2202,0.8,0.125,1.0,1831.6738,1831.647,1.0,1.5,1832.0537985739447,,1832.2201
1835.7203,0.8,,-1.0,1835.2273,1835.1968,1.0,0.0,1835.4167985739443,0.0,1835.6888000000001
1839.8464000000001,0.8,0.125,1.0,1839.5698000000002,1839.5387,1.0,1.5,1839.5737985739438,,1839.8463000000002
1843.219,0.8,1.0,1.0,1842.6912000000002,1842.6637,1.0,1.5,1842.9827985739435,,1843.2189
1848.8884,0.8,0.0,1.0,1846.0966,1846.0633,1.0,1.5,1846.761798573943,,1848.8883
1852.4284,0.8,0.25,1.0,1852.1633000000002,1852.1298000000002,1.0,1.5,1852.2127985739426,,1852.4283
1855.6838,0.8,0.125,1.0,1855.3687,1855.3386,1.0,1.5,1855.437798573942,,1855.6837
1859.1901,0.8,0.125,1.0,1858.5781000000002,1858.5463000000002,1.0,1.5,1859.0347985739418,,1859.19
1862.6446,0.8,,-1.0,1861.9795,1861.9463,1.0,0.0,1862.0437985739413,1.0,1862.6054
1866.8111000000001,0.8,,-1.0,1866.4781,1866.4467,1.0,0.0,1866.5377985739408,1.0,1866.7817
1871.2601000000002,0.8,0.125,1.0,1870.7926000000002,1870.7628000000002,1.0,1.5,1871.0427985739404,,1871.2600000000002
1875.3912,0.8,,-1.0,1874.058,1874.0298,1.0,0.0,1875.06179857394,0.125,1875.3565
1879.6103,0.8,0.25,1.0,1879.2086000000002,1879.1795000000002,1.0,1.5,1879.3837985739394,,1879.6102
1884.6743000000001,0.8,1.0,1.0,1883.9382,1883.9044000000001,1.0,1.5,1884.1967985739388,,1884.6742000000002
1888.4564,0.8,0.25,1.0,1887.4996,1887.4627,1.0,1.5,1888.0377985739385,,1888.4563
1892.0917000000002,0.8,0.25,1.0,1891.4571,1891.4291,1.0,1.5,1891.922798573938,,1892.0916
1895.9751,0.8,0.0,1.0,1895.3546000000001,1895.3211000000001,1.0,1.5,1895.7117985739376,,1895.9750000000001
1899.1096000000002,0.8,0.0625,1.0,1898.9640000000002,1898.929,1.0,1.5,1898.9697985739374,,1899.1095000000003
1903.9136,0.8,,-1.0,1902.9285,1902.8955,1.0,0.0,1902.940798573937,1.0,1903.883
1908.5898000000002,0.8,0.25,1.0,1907.7391,1907.7041000000002,1.0,1.5,1908.2117985739362,,1908.5897000000002
1911.9586000000002,0.8,0.25,1.0,1911.5236,1911.4957000000002,1.0,1.5,1911.769798573936,,1911.9585
1915.2180000000003,0.2,,-1.0,1914.7570000000003,1914.7289000000003,1.0,0.0,1914.9687985739356,1.0,1915.1904000000002
1922.5649,0.2,,-1.0,1920.4077000000002,1920.3786000000002,1.0,0.0,1922.4017985739347,0.0,1922.5293000000001
1926.6196,0.2,1.0,1.0,1926.3584,1926.328,1.0,1.5,1926.3597985739343,,1926.6195
1930.5741,0.2,,1.0,1929.5078,1929.4785000000002,-1.0,1.5,1930.4657985739339,1.0,1930.574
1935.0264000000002,0.2,,-1.0,1933.7093000000002,1933.6784000000002,1.0,0.0,1934.5647985739333,0.0625,1934.9961000000003
1939.5415,0.2,,1.0,1939.0999,1939.07,-1.0,1.5,1939.351798573933,1.0,1939.5414
1943.2264,0.2,,-1.0,1942.3893,1942.3616,1.0,0.0,1943.0797985739325,0.0,1943.1965
1947.4017000000001,0.2,,1.0,1947.0679,1947.0366000000001,-1.0,1.5,1947.277798573932,1.0,1947.4016000000001
1951.8516000000002,0.2,,1.0,1950.2173,1950.1864,-1.0,1.5,1951.4987985739315,0.0625,1951.8515000000002
1955.3732000000002,0.2,0.0,1.0,1954.6578000000002,1954.6278000000002,1.0,1.5,1955.2127985739312,,1955.3731000000002
1959.1324000000002,0.2,,-1.0,1958.2273000000002,1958.1941000000002,1.0,0.0,1958.9237985739308,0.125,1959.0941000000003
1964.0971000000002,0.2,0.25,1.0,1962.9218,1962.8944000000001,1.0,1.5,1963.6847985739303,,1964.097
1970.2527,0.2,,-1.0,1968.4155,1968.386,1.0,0.0,1969.7897985739296,0.125,1970.2207
1975.7394000000002,0.2,,-1.0,1974.1822000000002,1974.1527,1.0,0.0,1975.462798573929,0.0,1975.7087000000001
1980.0713,0.2,,1.0,1979.6089,1979.5693,-1.0,1.5,1979.8867985739284,0.0,1980.0712
1983.4354,0.2,,-1.0,1982.9383,1982.9103,1.0,0.0,1983.220798573928,0.0625,1983.4002
1990.2742,0.2,0.0,-1.0,1987.6689000000001,1987.6357,-1.0,0.0,1990.1477985739273,,1990.2438
1994.6483,0.2,,1.0,1994.2997,1994.2688,-1.0,1.5,1994.4087985739268,0.125,1994.6482
1998.0432,0.2,,1.0,1997.7331,1997.7022,-1.0,1.5,1997.8957985739264,1.0,1998.0431
2002.5317000000002,0.2,,-1.0,2000.9825,2000.9521000000002,1.0,0.0,2002.358798573926,0.0,2002.4999000000003
2006.8061000000002,0.2,,1.0,2006.4692000000002,2006.4351000000001,-1.0,1.5,2006.5697985739255,1.0,2006.8060000000003
2011.3085,0.2,,1.0,2009.8426000000002,2009.8101000000001,-1.0,1.5,2011.243798573925,1.0,2011.3084000000001
2019.0982,0.2,,1.0,2014.3031,2014.2685,-1.0,1.5,2018.9327985739242,0.25,2019.0981
2022.0706000000002,0.2,,1.0,2022.0011000000002,2021.9683000000002,-1.0,1.5,2021.9677985739238,0.25,2022.0705000000003
2027.7466,0.2,,1.0,2026.8307,2026.8016,-1.0,1.5,2027.3167985739233,0.25,2027.7465
2031.6398000000002,0.2,,1.0,2030.7881,2030.7598,-1.0,1.5,2031.5557985739226,0.25,2031.6397000000002
2035.0935,0.2,,1.0,2034.6536,2034.6262,-1.0,1.5,2034.9147985739223,0.0,2035.0934
2038.3314000000003,0.2,,1.0,2037.9340000000002,2037.9014000000002,-1.0,1.5,2038.181798573922,1.0,2038.3313000000003
2044.1749999999997,0.2,,1.0,2041.6834999999996,2041.6511999999998,-1.0,1.5,2044.1027985739213,0.0,2044.1749
2047.3062000000004,0.2,0.125,-1.0,2047.1211000000003,2047.0921000000003,-1.0,0.0,2047.143798573921,,2047.2733000000003
2052.5639,0.8,,1.0,2051.1716,2051.1428,-1.0,1.5,2052.4227985739208,0.125,2052.5638
2056.3973,0.8,0.0625,-1.0,2055.5852,2055.551,-1.0,0.0,2056.28079857392,,2056.367
2061.0688,0.8,0.125,1.0,2060.3307,2060.301,1.0,1.5,2060.8707985739197,,2061.0687
2066.7787000000003,0.8,0.0625,1.0,2063.9602,2063.9253,1.0,1.5,2066.565798573919,,2066.7786
2070.3943,0.8,1.0,1.0,2069.7899,2069.7588,1.0,1.5,2070.1797985739186,,2070.3942
2074.0174,0.8,0.0625,1.0,2073.4913,2073.4588000000003,1.0,1.5,2073.8457985739183,,2074.0173000000004
2077.6403,0.8,0.125,1.0,2076.9288,2076.9006,1.0,1.5,2077.364798573918,,2077.6402000000003
2080.5732000000003,0.8,1.0,1.0,2080.4702,2080.442,1.0,1.5,2080.3487985739175,,2080.5731
2088.809,0.8,0.0625,1.0,2084.1556,2084.1248,1.0,1.5,2088.5067985739165,,2088.8089000000004
2094.1664,0.8,0.0625,1.0,2092.5377,2092.5083,1.0,1.5,2094.003798573916,,2094.1663
2097.6342,0.8,0.0625,1.0,2097.0632,2097.0335,1.0,1.5,2097.505798573916,,2097.6340999999998
2100.8801000000003,0.8,0.0625,1.0,2100.5126,2100.4833000000003,1.0,1.5,2100.5837985739154,,2100.88
2104.0208000000002,0.8,1.0,1.0,2103.73,2103.7001,1.0,1.5,2103.736798573915,,2104.0207
2108.453,0.8,0.0625,1.0,2107.7715,2107.7331,1.0,1.5,2108.2567985739147,,2108.4528999999998
2112.6141000000002,0.8,,-1.0,2112.3811,2112.3498,1.0,0.0,2112.417798573914,0.25,2112.585
2118.1902,0.8,0.125,1.0,2116.4116,2116.3744,1.0,1.5,2118.0907985739136,,2118.1901000000003
2122.4132000000004,0.8,0.0,1.0,2121.0201,2120.9909000000002,1.0,1.5,2122.265798573913,,2122.4131
2125.4995,0.8,0.25,1.0,2125.2176999999997,2125.1909,1.0,1.5,2125.2537985739127,,2125.4993999999997
2132.4125,0.8,,-1.0,2129.7432,2129.7077,1.0,0.0,2132.041798573912,0.25,2132.378
2139.8201000000004,0.8,0.0,1.0,2136.2940000000003,2136.266,1.0,1.5,2139.682798573911,,2139.82
2144.4741,0.8,1.0,1.0,2144.2039999999997,2144.1742,1.0,1.5,2144.2387985739106,,2144.474
2148.2185,0.8,,-1.0,2147.2974,2147.2657,1.0,0.0,2147.97079857391,0.0,2148.1866
2154.4772,0.8,0.0625,-1.0,2152.852,2152.8154,-1.0,0.0,2154.3357985739094,,2154.4453
2159.0164999999997,0.8,0.0625,1.0,2158.4707,2158.4399,1.0,1.5,2158.858798573909,,2159.0164
2162.1796000000004,0.8,0.125,1.0,2161.8961000000004,2161.8653000000004,1.0,1.5,2161.9687985739088,,2162.1795
2166.4287,0.8,0.0625,1.0,2165.8016,2165.7731,1.0,1.5,2166.248798573908,,2166.4285999999997
2173.4902,0.8,0.0,1.0,2169.323,2169.2903,1.0,1.5,2169.3227985739077,,2173.4901
2178.8558000000003,0.8,0.125,1.0,2178.4652,2178.4318000000003,1.0,1.5,2178.6347985739067,,2178.8557
2182.3014000000003,0.8,1.0,1.0,2181.9786000000004,2181.9482000000003,1.0,1.5,2182.0627985739065,,2182.3013
2186.7794,0.8,0.25,1.0,2186.4001,2186.3725,1.0,1.5,2186.555798573906,,2186.7793
2193.0434,0.8,,1.0,2189.6535000000003,2189.6232,-1.0,1.5,2192.926798573905,1.0,2193.0433000000003
2197.1084,0.8,0.0625,1.0,2196.1873,2196.1561,1.0,1.5,2196.9867985739047,,2197.1083000000003
2200.3586999999998,0.8,0.125,1.0,2199.9368,2199.9057,1.0,1.5,2200.0517985739043,,2200.3586
2204.5571,0.8,0.25,1.0,2203.9063,2203.8645,1.0,1.5,2203.957798573904,,2204.5570000000002
2208.0487,0.8,1.0,1.0,2207.8798,2207.8479,1.0,1.5,2207.7817985739034,,2208.0486
2212.4942,0.8,0.125,1.0,2211.7292,2211.6978000000004,1.0,1.5,2212.285798573903,,2212.4941000000003
2218.0364,0.8,,1.0,2217.3309,2217.2974,-1.0,1.5,2217.9107985739024,1.0,2218.0363
2222.5182000000004,0.8,0.0625,1.0,2221.9685000000004,2221.9386000000004,1.0,1.5,2222.220798573902,,2222.5181000000002
2226.335,0.8,,-1.0,2225.5859,2225.5474999999997,1.0,0.0,2226.1637985739017,0.0625,2226.3017999999997
2230.8415,0.8,1.0,1.0,2230.3285,2230.2972999999997,1.0,1.5,2230.644798573901,,2230.8414
