feedback_times,feedbackType,choice,action_time
44.3375,-1.0,1.0,0.299201425858314
49.4592,1.0,-1.0,0.24630142585888848
53.5256,-1.0,1.0,0.21860142585934028
57.7641,-1.0,1.0,0.6017014258597584
64.13090000000001,-1.0,1.0,0.47330142586047685
72.5219,-1.0,-1.0,2.978001425861123
80.1165,1.0,-1.0,0.16960142586226823
83.95429999999999,-1.0,-1.0,0.21520142586267355
88.21390000000001,1.0,1.0,0.2970014258631579
91.25869999999999,1.0,1.0,0.2568014258635003
96.1012,1.0,1.0,0.1913014258640402
98.99029999999999,1.0,1.0,0.21540142586434285
102.7086,1.0,1.0,0.2917014258647441
106.4377,1.0,1.0,0.2668014258651681
109.1694,-1.0,1.0,0.20410142586545987
112.9479,1.0,-1.0,0.26100142586588504
118.04549999999999,-1.0,1.0,1.2605014258663232
122.0015,1.0,1.0,0.2236014258668746
125.036,1.0,1.0,0.3501014258671944
129.04579999999999,-1.0,1.0,0.24100142586763695
133.136,1.0,-1.0,0.26410142586809116
137.55499999999998,1.0,1.0,0.41610142586856114
141.4944,1.0,1.0,0.47550142586899824
144.6098,1.0,1.0,0.30690142586934144
148.36919999999998,-1.0,1.0,0.17140142586976026
152.429,1.0,-1.0,0.24110142587022665
156.1411,-1.0,1.0,0.41290142587058654
160.27190000000002,1.0,1.0,0.21400142587108917
164.1652,1.0,1.0,0.8893014258714516
167.4385,-1.0,1.0,0.6272014258718173
171.237,-1.0,1.0,0.14240142587229343
175.1105,1.0,1.0,0.2696014258727075
177.9372,1.0,1.0,0.2173014258730177
182.7913,1.0,-1.0,0.21340142587357036
188.9247,1.0,-1.0,0.19680142587424143
191.7335,-1.0,-1.0,0.18740142587455466
196.5682,1.0,-1.0,0.21830142587506884
201.5207,-1.0,1.0,1.8341014258754456
205.68619999999999,-1.0,1.0,0.15000142587607002
214.5217,1.0,1.0,2.4738014258768146
217.9938,1.0,1.0,0.14990142587743094
221.4029,1.0,1.0,0.328001425877801
225.9727,-1.0,1.0,0.08780142587832529
230.0344,1.0,1.0,0.4295014258787546
233.3406,-1.0,1.0,0.217501425879135
237.8577,1.0,1.0,0.1888014258796602
240.98850000000002,-1.0,1.0,0.24030142587997716
245.5567,1.0,-1.0,0.23080142588048602
249.48850000000002,-1.0,1.0,0.18270142588093563
253.31519999999998,1.0,1.0,0.2293014258813173
257.7085000000001,-1.0,1.0,0.2513014258818771
261.57500000000005,-1.0,1.0,0.13290142588232357
265.56510000000003,1.0,-1.0,0.20520142588276258
268.50210000000004,1.0,1.0,0.23620142588310955
272.1803,-1.0,1.0,0.15610142588349163
276.68760000000003,1.0,1.0,0.21370142588392582
280.6505,1.0,1.0,0.28360142588439885
283.6023,1.0,1.0,0.30140142588470553
286.6048,1.0,1.0,0.2789014258850102
290.6206,-1.0,1.0,0.4508014258854587
294.5812,1.0,1.0,0.21430142588593526
297.3244,-1.0,-1.0,0.10600142588629069
301.999,-1.0,1.0,0.13640142588673143
306.36100000000005,1.0,-1.0,0.17410142588721556
309.40500000000003,1.0,1.0,0.16310142588753251
312.79530000000005,-1.0,1.0,0.16610142588797316
317.9066,1.0,1.0,0.2037014258884824
320.9309,1.0,-1.0,0.40700142588883637
324.5487,-1.0,1.0,0.3570014258892229
329.14290000000005,1.0,1.0,0.2280014258897154
332.85570000000007,-1.0,1.0,0.21350142589017196
338.4816,1.0,1.0,0.18770142589079342
341.50610000000006,1.0,1.0,0.21220142589112356
346.6854,-1.0,1.0,1.577001425891524
351.6044,1.0,-1.0,0.20050142589218467
355.7506,1.0,1.0,0.1657014258926779
360.0991,-1.0,1.0,0.17900142589320467
364.71770000000004,1.0,1.0,0.1218014258936364
367.85470000000004,1.0,1.0,0.1798014258939702
371.11240000000004,-1.0,1.0,0.1769014258943571
375.03060000000005,1.0,1.0,0.2997014258948525
379.9685,-1.0,1.0,0.2691014258953146
383.7662,1.0,1.0,0.20230142589571187
387.34940000000006,1.0,1.0,0.2005014258961637
390.2438,1.0,1.0,0.1939014258964562
393.37050000000005,1.0,1.0,0.2346014258968694
396.3906,1.0,1.0,0.2417014258971335
400.03010000000006,1.0,1.0,0.23420142589753823
403.0647,1.0,1.0,0.30680142589790194
407.60290000000003,-1.0,1.0,0.18160142589835004
413.4656,-1.0,-1.0,0.10800142589903317
418.61620000000005,1.0,1.0,0.20230142589957723
422.59540000000004,1.0,-1.0,0.15650142590004634
425.82830000000007,1.0,1.0,0.15740142590038886
429.632,1.0,1.0,1.1891014259006738
432.56440000000003,1.0,1.0,0.45750142590105725
436.37230000000005,1.0,1.0,0.23740142590156665
439.4216,1.0,1.0,0.2217014259018697
443.26610000000005,1.0,1.0,0.35620142590227033
446.8004,1.0,1.0,0.2075014259027057
451.2479,1.0,1.0,0.13100142590315045
455.5787,-1.0,1.0,0.24310142590366013
459.71360000000004,1.0,1.0,0.22070142590416708
463.9361,1.0,1.0,0.19820142590458545
468.03530000000006,1.0,1.0,0.2274014259050432
471.23,1.0,1.0,0.23410142590540772
474.1435,1.0,1.0,0.2526014259057092
477.9315,1.0,1.0,0.28460142590614623
481.00480000000005,-1.0,1.0,0.3009014259064884
485.05870000000004,1.0,1.0,0.23980142590687592
488.9861000000001,1.0,-1.0,0.2632014259073685
492.2855,1.0,1.0,0.25460142590765145
499.01200000000006,-1.0,1.0,3.250501425908169
503.39820000000003,1.0,1.0,0.18330142590895093
508.0945,1.0,1.0,0.2576014259093995
512.4978,1.0,1.0,0.23990142590992036
518.336,1.0,1.0,3.1031014259102676
522.0117,1.0,1.0,0.2668014259108986
525.1324999999999,1.0,1.0,0.22360142591116983
530.4682,1.0,1.0,0.2993014259118354
533.193,1.0,-1.0,0.19010142591218937
540.8031,-1.0,1.0,0.1795014259129175
544.7712999999999,1.0,-1.0,0.23040142591332824
548.1899999999999,-1.0,1.0,0.23690142591362928
553.7008,1.0,-1.0,0.10490142591436324
557.4656,1.0,-1.0,0.21870142591467356
561.1582,1.0,-1.0,0.33430142591521417
564.1838999999999,1.0,-1.0,0.23600142591544682
567.1061,1.0,-1.0,0.290201425915825
571.7546,1.0,-1.0,0.22070142591633157
575.2262,1.0,-1.0,0.5483014259167476
577.9138,1.0,-1.0,0.17490142591702806
590.6051,1.0,-1.0,0.1552014259183352
597.9012,1.0,-1.0,0.15530142591933327
605.0436,1.0,-1.0,0.1107014259200696
608.7184,-1.0,-1.0,0.19110142592046486
612.5772999999999,1.0,-1.0,0.20740142592080701
617.2683,1.0,-1.0,0.10740142592135271
622.7441,-1.0,-1.0,0.35070142592201137
626.8057,1.0,-1.0,0.24480142592233278
633.5765,-1.0,-1.0,0.145701425923221
637.3779,1.0,-1.0,0.12100142592362317
641.0589,1.0,-1.0,0.1760014259240279
647.4771,1.0,-1.0,0.08620142592474167
650.7615999999999,1.0,-1.0,0.12270142592501543
654.1868999999999,1.0,-1.0,0.47600142592534667
